case_id,received_at,client_segment,jurisdiction,service_line,claim_value_band,attachments_present,free_text_summary,handler_notes,historical_outcome
C-11008,2024-12-11T11:26:23+00:00,Mid-Market,US,Insurance,50k-250k,false,Damage reported following heavy rainfall. Fire damage to warehouse.,Client requested urgent callback. Check coverage exclusions.,Settled
C-11009,2024-11-27T14:03:39+00:00,,UK,Insurance,50k-250k,false,Business interruption may apply. Theft of equipment reported.,Duplicate of earlier report suspected.,Rejected
C-11010,2024-11-28T05:13:27+00:00,SMB,US,Insurance,>1m,false,Loss event impacting property and contents. Basement affected. suspected arson.,Caller sounded uncertain; follow-up likely required.,Settled
C-11011,2024-11-13T15:15:25+00:00,SMB,UK,Insurance,<50k,true,Incident reported at commercial premises. Water ingress noted.,,Accepted
C-11012,2024-11-04T13:14:57+00:00,Enterprise,US,Legal,250k-1m,true,IP infringement allegation received. Time-sensitive response required. Police reference number provided.,Caller sounded uncertain; follow-up likely required.,Escalated
C-11013,2024-12-14T05:18:27+00:00,Enterprise,US,Insurance,<50k,false,Client reports storm-related damage. Water ingress noted. small crack. No supporting documentation provided.,Client requested urgent callback. Check coverage exclusions.,Rejected
C-11014,2024-12-30T11:05:14+00:00,Mid-Market,EU,Insurance,>1m,true,Business interruption may apply. Water ingress noted. Loss adjuster appointed.,Client requested urgent callback.,Settled
C-11015,2024-12-01T20:10:23+00:00,Mid-Market,EU,Insurance,250k-1m,true,Incident reported at commercial premises. Basement affected. regulator visit. Overseas elements present.,,Settled
C-11016,2024-10-10T16:50:06+00:00,SMB,UK,Legal,Unknown,false,Dispute escalated to legal threat. Time-sensitive response required. No supporting documentation provided.,,Unknown
C-11017,2024-11-28T18:25:19+00:00,SMB,US,Legal,50k-250k,false,Potential breach of contract raised. Evidence currently limited. flood zone 3.,,Unknown
C-11018,2024-10-03T10:58:27+00:00,SMB,UK,Insurance,<50k,true,DAMAGE REPORTED FOLLOWING HEAVY RAINFALL. BASEMENT AFFECTED. LOW VALUE. POLICY SCHEDULE ATTACHED. CROSS-BORDER CONSIDERATIONS LIKELY.,No additional notes. Check coverage exclusions.,Unknown
C-11019,2024-10-23T06:25:43+00:00,Mid-Market,UK,Insurance,<50k,true,Incident reported at commercial premises. Basement affected. Supporting documents attached.,,Unknown
C-11020,2024-10-30T08:09:36+00:00,SMB,EU,Insurance,Unknown,true,Client reports storm-related damage. Theft of equipment reported. small crack. Supporting documents attached.,"Potential conflict in dates, needs review.",Accepted
C-11021,2024-10-24T15:06:07+00:00,SMB,US,Insurance,<50k,true,Incident reported at commercial premises. Basement affected.,"Potential conflict in dates, needs review. Check coverage exclusions.",Unknown
C-11022,2024-12-11T23:50:16+00:00,Mid-Market,UK,Insurance,250k-1m,false,Client reports storm-related damage. Fire damage to warehouse. prior losses. No supporting documentation provided.,Client requested urgent callback.,Unknown
C-11023,2024-10-05T23:31:40+00:00,SMB,UK,Insurance,<50k,false,Business interruption may apply. Theft of equipment reported. Overseas elements present.,No additional notes.,Rejected
C-11024,2024-12-17T05:01:30+00:00,Mid-Market,EU,Insurance,50k-250k,false,Incident reported at commercial premises. Roof compromised. business interruption. No supporting documentation provided.,,Rejected
C-11025,2024-11-30T09:02:51+00:00,SMB,UK,Legal,<50k,true,Employment dispute raised by former contractor. Evidence currently limited. Police reference number provided. Overseas elements present.,,Unknown
C-11026,2024-10-17T12:13:48+00:00,Mid-Market,US,Advisory,<50k,false,Operational risk assessment requested. Scope unclear. No supporting documentation provided.,No additional notes.,Accepted
C-11027,2024-11-28T06:01:24+00:00,Enterprise,UK,Insurance,<50k,true,Loss event impacting property and contents. Water ingress noted.,"Potential conflict in dates, needs review.",Unknown
C-11028,2024-10-25T04:45:20+00:00,SMB,EU,Insurance,<50k,false,Damage reported following heavy rainfall. Roof compromised. no supporting documentation. Jurisdiction noted as EU.,Caller sounded uncertain; follow-up likely required.,Accepted
C-11029,2024-10-03T11:10:12+00:00,SMB,UK,Advisory,250k-1m,true,Client requesting advice on regulatory exposure. No immediate dispute. Supporting documents attached.,,Unknown
C-11030,2024-12-28T00:24:28+00:00,Mid-Market,UK,Legal,Unknown,true,Dispute escalated to legal threat. Evidence currently limited.,Duplicate of earlier report suspected.,Accepted
C-11031,2024-10-18T03:29:48+00:00,Mid-Market,US,Insurance,<50k,true,Business interruption may apply. Theft of equipment reported.,,Accepted
C-11032,2024-10-16T03:06:01+00:00,SMB,US,Legal,>1m,false,Potential breach of contract raised. Jurisdiction disputed. No supporting documentation provided.,Duplicate of earlier report suspected. Consider limitation periods.,Accepted
C-11033,2024-12-17T05:46:12+00:00,SMB,UK,Advisory,<50k,false,Client seeks decision support on risk controls. Regulator engagement anticipated.,,Unknown
C-11034,2024-11-24T17:35:42+00:00,SMB,UK,Legal,50k-250k,false,Formal letter received from counterparty. Jurisdiction disputed. No policy documents attached. Jurisdiction noted as UK.,,Unknown
C-11035,2024-12-03T23:53:22+00:00,SMB,EU,Advisory,250k-1m,true,Client requesting advice on regulatory exposure. Stakeholders across multiple regions. regulator visit. Cross-border considerations likely.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11036,2024-10-15T21:05:45+00:00,Enterprise,UK,Insurance,Unknown,true,Client reports storm-related damage. Fire damage to warehouse. no supporting documentation. Police reference number provided.,Client requested urgent callback.,Rejected
C-11037,2024-12-21T00:16:26+00:00,SMB,UK,Insurance,250k-1m,true,Business interruption may apply. Roof compromised.,Handler flagged missing attachments.,Unknown
C-11038,2024-11-17T04:25:17+00:00,SMB,Other,Insurance,50k-250k,true,Damage reported following heavy rainfall. Theft of equipment reported. governing law unclear. Police reference number provided.,Duplicate of earlier report suspected.,Rejected
C-11039,2024-11-12T06:36:06+00:00,Enterprise,EU,Insurance,<50k,true,Incident reported at commercial premises. Roof compromised. wear and tear. Policy schedule attached.,Duplicate of earlier report suspected.,Unknown
C-11040,2024-11-20T11:55:27+00:00,Mid-Market,,Insurance,50k-250k,false,Loss event impacting property and contents. Basement affected. storm damage.,No additional notes.,Escalated
C-11041,2024-11-15T07:57:42+00:00,Mid-Market,Other,Legal,50k-250k,true,Dispute escalated to legal threat. Multiple parties named.,,Escalated
C-11042,2024-10-07T13:37:34+00:00,Enterprise,US,Insurance,250k-1m,true,Business interruption may apply. Roof compromised.,No additional notes.,Rejected
C-11043,2024-11-18T05:47:03+00:00,Enterprise,US,Insurance,<50k,false,Client reports storm-related damage. Theft of equipment reported. No supporting documentation provided. Jurisdiction noted as US.,"Potential conflict in dates, needs review.",Unknown
C-11044,2024-11-09T15:39:30+00:00,SMB,UK,Insurance,Unknown,true,Loss event impacting property and contents. Roof compromised.,,Settled
C-11045,2024-10-14T14:36:42+00:00,SMB,UK,Insurance,250k-1m,true,Damage reported following heavy rainfall. Theft of equipment reported. flood zone 3. Supporting documents attached.,,Rejected
C-11046,2024-11-04T13:58:37+00:00,Mid-Market,UK,Advisory,<50k,true,Operational risk assessment requested. Scope unclear.,Handler flagged missing attachments. Clarify scope and deliverables.,Accepted
C-11047,2024-10-03T16:33:46+00:00,SMB,EU,Legal,>1m,false,Potential breach of contract raised. Evidence currently limited. No policy documents attached.,"Potential conflict in dates, needs review.",Accepted
C-11048,2024-11-18T00:24:42+00:00,Mid-Market,US,Insurance,250k-1m,true,Client reports storm-related damage. Theft of equipment reported. Supporting documents attached.,,Rejected
C-11049,2024-11-25T01:46:24+00:00,SMB,UK,Insurance,<50k,true,Damage reported following heavy rainfall. Roof compromised. low value.,"Potential conflict in dates, needs review.",Unknown
C-11050,2024-10-26T11:25:24+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Water ingress noted. storm damage.,,Accepted
C-11051,2024-11-11T03:22:05+00:00,Mid-Market,UK,Legal,<50k,true,Employment dispute raised by former contractor. Jurisdiction disputed. wear and tear. Policy schedule attached.,,Unknown
C-11052,2024-11-14T01:43:58+00:00,Mid-Market,UK,Insurance,<50k,true,Incident reported at commercial premises. Water ingress noted. Loss adjuster appointed.,"Potential conflict in dates, needs review.",Accepted
C-11053,2024-11-04T02:24:21+00:00,SMB,UK,Legal,50k-250k,false,Potential breach of contract raised. Jurisdiction disputed. prior losses.,Client requested urgent callback.,Rejected
C-11054,2024-10-15T21:10:01+00:00,SMB,EU,Legal,50k-250k,false,Formal letter received from counterparty. Governing law unclear. Evidence not yet supplied.,Handler flagged missing attachments.,Rejected
C-11055,2024-11-07T11:24:39+00:00,SMB,Other,Insurance,>1m,true,Incident reported at commercial premises. Fire damage to warehouse. Overseas elements present.,,Unknown
C-11056,2024-12-03T01:38:24+00:00,Mid-Market,US,Advisory,<50k,false,Client requesting advice on regulatory exposure. Regulator engagement anticipated. minor. Cross-border considerations likely.,No additional notes. Clarify scope and deliverables.,Accepted
C-11057,2024-10-18T23:50:59+00:00,SMB,UK,Insurance,<50k,false,Incident reported at commercial premises. Basement affected.,,Unknown
C-11058,2024-12-15T03:34:06+00:00,SMB,Other,Legal,<50k,true,Formal letter received from counterparty. Multiple parties named. small crack. Police reference number provided. Conflicting information reported by client.,Client requested urgent callback.,Unknown
C-11059,2024-11-12T00:22:34+00:00,SMB,UK,Insurance,50k-250k,false,Business interruption may apply. Water ingress noted. governing law unclear. No supporting documentation provided.,Client requested urgent callback. Check coverage exclusions.,Accepted
C-11060,2024-11-06T15:44:36+00:00,Mid-Market,UK,Advisory,<50k,false,CLIENT SEEKS DECISION SUPPORT ON RISK CONTROLS. STAKEHOLDERS ACROSS MULTIPLE REGIONS. WEAR AND TEAR.,,Accepted
C-11061,2024-10-22T19:31:43+00:00,SMB,US,Legal,50k-250k,false,Potential breach of contract raised. Multiple parties named. No supporting documentation provided.,Caller sounded uncertain; follow-up likely required. Consider limitation periods.,Escalated
C-11062,2024-11-24T03:31:13+00:00,SMB,EU,Insurance,50k-250k,true,Loss event impacting property and contents. Water ingress noted. flood zone 3. Supporting documents attached.,Client requested urgent callback.,Accepted
C-11063,2024-12-18T20:46:08+00:00,Mid-Market,US,Insurance,50k-250k,true,Client reports storm-related damage. Basement affected.,Duplicate of earlier report suspected.,Settled
C-11064,2024-10-20T07:45:19+00:00,SMB,UK,Insurance,50k-250k,false,Client reports storm-related damage. Water ingress noted. No supporting documentation provided.,,Unknown
C-11065,2024-10-06T12:36:04+00:00,Enterprise,EU,Insurance,50k-250k,true,Incident reported at commercial premises. Theft of equipment reported. breach of contract. Police reference number provided.,,Accepted
C-11066,2024-12-08T08:03:00+00:00,Mid-Market,US,Insurance,50k-250k,false,Incident reported at commercial premises. Basement affected. No policy documents attached. Jurisdiction noted as US. Conflicting information reported by client.,Client requested urgent callback. Check coverage exclusions.,Rejected
C-11067,2024-11-22T19:10:08+00:00,Enterprise,UK,Legal,250k-1m,true,Potential breach of contract raised. Multiple parties named. ip infringement. Supporting documents attached.,Client requested urgent callback.,Accepted
C-11068,2024-12-05T05:33:07+00:00,Mid-Market,UK,Insurance,<50k,true,Business interruption may apply. Theft of equipment reported. low value. Supporting documents attached. Cross-border considerations likely.,Handler flagged missing attachments.,Accepted
C-11069,2024-10-14T03:20:07+00:00,SMB,Other,Insurance,<50k,false,Loss event impacting property and contents. Fire damage to warehouse. minor.,Handler flagged missing attachments.,Unknown
C-11070,2024-12-09T00:19:23+00:00,Mid-Market,UK,Legal,50k-250k,false,IP infringement allegation received. Evidence currently limited. breach of contract.,,Rejected
C-11071,2024-12-22T10:22:24+00:00,SMB,US,Legal,Unknown,false,Formal letter received from counterparty. Governing law unclear. minor. No policy documents attached.,,Accepted
C-11072,2024-10-14T17:03:31+00:00,Mid-Market,US,Legal,>1m,true,Potential breach of contract raised. Jurisdiction disputed. storm damage. Supporting documents attached.,,Accepted
C-11073,2024-10-31T07:05:00+00:00,SMB,Other,Legal,>1m,false,Dispute escalated to legal threat. Multiple parties named. data protection incident. No policy documents attached.,Handler flagged missing attachments.,Escalated
C-11074,2024-10-19T07:29:57+00:00,Mid-Market,Other,Legal,Unknown,false,Potential breach of contract raised. Evidence currently limited.,,Unknown
C-11075,2024-11-02T04:53:17+00:00,Mid-Market,UK,Legal,50k-250k,true,Potential breach of contract raised. Multiple parties named. breach of contract. Supporting documents attached.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11076,2024-12-25T13:09:20+00:00,Mid-Market,US,Insurance,50k-250k,true,Loss event impacting property and contents. Basement affected. flood zone 3.,,Unknown
C-11077,2024-10-31T18:41:21+00:00,Enterprise,UK,Insurance,<50k,true,Client reports storm-related damage. Roof compromised. Policy schedule attached.,,Unknown
C-11078,2024-11-30T07:14:09+00:00,,UK,Insurance,>1m,true,Client reports storm-related damage. Fire damage to warehouse. hurricane. Supporting documents attached.,Caller sounded uncertain; follow-up likely required. Check coverage exclusions.,Settled
C-11079,2024-12-25T15:52:52+00:00,SMB,UK,Insurance,>1m,true,Business interruption may apply. Water ingress noted. Overseas elements present.,No additional notes. Check coverage exclusions.,Unknown
C-11080,2024-11-18T08:49:00+00:00,SMB,Other,Insurance,250k-1m,true,Loss event impacting property and contents. Roof compromised. flood zone. Jurisdiction noted as Other.,,Unknown
C-11081,2024-10-03T13:10:25+00:00,SMB,US,Legal,<50k,false,Dispute escalated to legal threat ..  Time-sensitive response required ..  minor .. ,,Unknown
C-11082,2024-12-19T07:53:20+00:00,Mid-Market,US,Advisory,<50k,true,Client seeks decision support on risk controls. Scope unclear. Overseas elements present.,"Potential conflict in dates, needs review.",Settled
C-11083,2024-10-30T20:39:36+00:00,Mid-Market,EU,Insurance,250k-1m,false,Damage reported following heavy rainfall. Theft of equipment reported.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11084,2024-12-13T07:02:14+00:00,SMB,Other,Advisory,50k-250k,true,Client requesting advice on regulatory exposure. Stakeholders across multiple regions. ip infringement.,Client requested urgent callback.,Unknown
C-11085,2024-11-01T02:21:00+00:00,,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Roof compromised. business interruption. Policy schedule attached.,No additional notes.,Unknown
C-11086,2024-11-05T04:55:16+00:00,SMB,UK,Advisory,<50k,true,Client seeks decision support on risk controls. Scope unclear. Police reference number provided.,Handler flagged missing attachments.,Rejected
C-11087,2024-10-26T20:55:37+00:00,Enterprise,EU,Insurance,50k-250k,false,Business interruption may apply. Theft of equipment reported. business interruption. Evidence not yet supplied.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11088,2024-11-04T11:32:29+00:00,Mid-Market,EU,Advisory,Unknown,false,Operational risk assessment requested. Stakeholders across multiple regions.,,Accepted
C-11089,2024-11-06T01:45:41+00:00,Mid-Market,EU,Insurance,50k-250k,true,Business interruption may apply. Theft of equipment reported. storm damage.,Duplicate of earlier report suspected.,Escalated
C-11090,2024-12-02T21:23:15+00:00,SMB,UK,Insurance,<50k,false,Loss event impacting property and contents. Basement affected.,,Unknown
C-11091,2024-12-26T01:15:02+00:00,SMB,UK,Advisory,<50k,false,Client seeks decision support on risk controls. No immediate dispute.,,Unknown
C-11092,2024-12-03T04:19:27+00:00,SMB,Other,Advisory,<50k,false,Strategic risk review requested following acquisition. Regulator engagement anticipated. low value. No policy documents attached.,Client requested urgent callback.,Accepted
C-11093,2024-10-20T20:12:04+00:00,Mid-Market,UK,Insurance,>1m,true,Loss event impacting property and contents. Theft of equipment reported. class action.,,Escalated
C-11094,2024-12-16T18:08:38+00:00,SMB,EU,Insurance,>1m,false,Client reports storm-related damage. Theft of equipment reported. subsidence. No policy documents attached.,,Accepted
C-11095,2024-12-01T00:40:11+00:00,SMB,US,Advisory,<50k,true,Request for compliance gap analysis. Timeline not specified. Supporting documents attached. Overseas elements present.,Caller sounded uncertain; follow-up likely required. Clarify scope and deliverables.,Rejected
C-11096,2024-12-05T08:14:24+00:00,Enterprise,EU,Legal,50k-250k,false,Dispute escalated to legal threat. Multiple parties named. ip infringement. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Unknown
C-11097,2024-10-28T23:06:54+00:00,SMB,UK,Insurance,Unknown,false,Loss event impacting property and contents. Theft of equipment reported. low value. Overseas elements present.,Duplicate of earlier report suspected. Check coverage exclusions.,Rejected
C-11098,2024-10-12T09:36:54+00:00,Mid-Market,UK,Insurance,<50k,false,Incident reported at commercial premises. Basement affected.,Client requested urgent callback.,Unknown
C-11099,2024-11-18T22:35:58+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Water ingress noted. Supporting documents attached.,Client requested urgent callback.,Accepted
C-11100,2024-12-16T00:35:03+00:00,SMB,UK,Insurance,<50k,false,Business interruption may apply. Fire damage to warehouse. No policy documents attached.,Client requested urgent callback. Check coverage exclusions.,Accepted
C-11101,2024-12-20T15:18:35+00:00,Mid-Market,UK,Legal,50k-250k,true,Potential breach of contract raised. Jurisdiction disputed.,Handler flagged missing attachments.,Accepted
C-11102,2024-10-09T04:46:19+00:00,Mid-Market,UK,Advisory,<50k,true,Operational risk assessment requested. No immediate dispute.,"Potential conflict in dates, needs review.",Accepted
C-11103,2024-11-04T13:24:02+00:00,SMB,US,Advisory,250k-1m,true,Client requesting advice on regulatory exposure. No immediate dispute. hurricane. Loss adjuster appointed.,,Escalated
C-11104,2024-10-02T13:04:16+00:00,Mid-Market,UK,Insurance,250k-1m,false,Damage reported following heavy rainfall. Roof compromised.,,Escalated
C-11105,2024-12-28T22:04:38+00:00,Enterprise,EU,Insurance,<50k,true,Business interruption may apply. Roof compromised. Policy schedule attached.,,Rejected
C-11106,2024-10-15T15:14:45+00:00,SMB,EU,Legal,50k-250k,false,Dispute escalated to legal threat. Time-sensitive response required. storm damage.,Client requested urgent callback. Consider limitation periods.,Unknown
C-11107,2024-10-14T07:24:40+00:00,Mid-Market,UK,Legal,<50k,false,Employment dispute raised by former contractor. Governing law unclear.,,Unknown
C-11108,2024-10-27T02:20:29+00:00,Mid-Market,UK,Advisory,>1m,false,Operational risk assessment requested. Scope unclear. flood zone 3. Evidence not yet supplied.,,Unknown
C-11109,2024-12-25T02:41:10+00:00,Enterprise,US,Insurance,<50k,true,Damage reported following heavy rainfall. Fire damage to warehouse. minor.,Client requested urgent callback.,Rejected
C-11110,2024-10-25T03:41:10+00:00,Mid-Market,UK,Insurance,<50k,false,Loss event impacting property and contents. Theft of equipment reported. no supporting documentation. No policy documents attached.,Handler flagged missing attachments.,Rejected
C-11111,2024-10-14T13:44:27+00:00,SMB,UK,Legal,50k-250k,true,Dispute escalated to legal threat. Multiple parties named. breach of contract. Policy schedule attached. Cross-border considerations likely.,Caller sounded uncertain; follow-up likely required.,Accepted
C-11112,2024-11-15T11:44:11+00:00,Mid-Market,EU,Advisory,<50k,true,Operational risk assessment requested. No immediate dispute.,Duplicate of earlier report suspected. Clarify scope and deliverables.,Unknown
C-11113,2024-12-16T07:07:03+00:00,SMB,UK,Insurance,<50k,false,Client reports storm-related damage. Basement affected. low value. No policy documents attached. Cross-border considerations likely.,,Rejected
C-11114,2024-12-31T15:44:04+00:00,Mid-Market,EU,Insurance,<50k,false,Client reports storm-related damage. Fire damage to warehouse. low value. Overseas elements present.,Handler flagged missing attachments. Check coverage exclusions.,Unknown
C-11115,2024-11-17T02:01:55+00:00,Mid-Market,UK,Insurance,<50k,false,Business interruption may apply. Fire damage to warehouse. No supporting documentation provided.,No additional notes. Check coverage exclusions.,Unknown
C-11116,2024-10-24T01:15:13+00:00,Mid-Market,UK,Legal,<50k,false,Dispute escalated to legal threat. Multiple parties named. minor. No supporting documentation provided. Cross-border considerations likely.,,Rejected
C-11117,2024-12-29T09:55:49+00:00,SMB,EU,Advisory,<50k,false,Strategic risk review requested following acquisition. Scope unclear. No supporting documentation provided.,,Rejected
C-11118,2024-12-21T22:59:34+00:00,SMB,EU,Legal,Unknown,false,Dispute escalated to legal threat. Time-sensitive response required. minor. Overseas elements present.,,Accepted
C-11119,2024-11-02T17:32:04+00:00,Mid-Market,UK,Insurance,<50k,true,Business interruption may apply. Basement affected. Loss adjuster appointed.,,Unknown
C-11120,2024-12-25T08:33:26+00:00,SMB,UK,Advisory,Unknown,true,Request for compliance gap analysis. Timeline not specified. minor.,No additional notes.,Settled
C-11121,2024-11-06T06:54:29+00:00,Enterprise,Other,Legal,50k-250k,false,Employment dispute raised by former contractor. Evidence currently limited. flood zone 3.,,Unknown
C-11122,2024-12-01T09:07:08+00:00,Enterprise,UK,Advisory,<50k,false,Request for compliance gap analysis. Stakeholders across multiple regions. Evidence not yet supplied.,,Accepted
C-11123,2024-10-19T14:39:41+00:00,Mid-Market,UK,Insurance,250k-1m,true,Loss event impacting property and contents. Fire damage to warehouse. Policy schedule attached.,,Escalated
C-11124,2024-12-01T10:16:45+00:00,Enterprise,Other,Legal,250k-1m,false,Employment dispute raised by former contractor. Time-sensitive response required. hurricane. Overseas elements present.,No additional notes.,Unknown
C-11125,2024-10-24T13:24:58+00:00,SMB,UK,Advisory,250k-1m,true,Strategic risk review requested following acquisition. Scope unclear. business interruption. Policy schedule attached.,Handler flagged missing attachments. Clarify scope and deliverables.,Accepted
C-11126,2024-12-16T06:41:32+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Water ingress noted.,"Potential conflict in dates, needs review.",Unknown
C-11127,2024-11-28T13:12:19+00:00,Mid-Market,US,Legal,<50k,false,Dispute escalated to legal threat. Governing law unclear. No supporting documentation provided.,"Potential conflict in dates, needs review. Consider limitation periods.",Accepted
C-11128,2024-10-29T02:11:18+00:00,SMB,UK,Legal,250k-1m,false,Dispute escalated to legal threat. Governing law unclear. business interruption. Evidence not yet supplied.,Handler flagged missing attachments.,Accepted
C-11129,2024-11-26T18:39:51+00:00,SMB,UK,Advisory,<50k,true,Strategic risk review requested following acquisition. Scope unclear.,Handler flagged missing attachments.,Unknown
C-11130,2024-10-14T09:35:44+00:00,,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Fire damage to warehouse. No supporting documentation provided.,Caller sounded uncertain; follow-up likely required.,Accepted
C-11131,2024-12-05T09:42:36+00:00,Enterprise,UK,Insurance,<50k,false,Client reports storm-related damage. Roof compromised. No policy documents attached.,Handler flagged missing attachments.,Unknown
C-11132,2024-11-12T19:03:29+00:00,Mid-Market,US,Insurance,50k-250k,true,Incident reported at commercial premises. Basement affected. prior losses.,,Unknown
C-11133,2024-12-26T07:40:17+00:00,Mid-Market,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Fire damage to warehouse. storm damage. Police reference number provided.,No additional notes. Check coverage exclusions.,Accepted
C-11134,2024-10-17T07:23:55+00:00,SMB,UK,Advisory,>1m,true,Client seeks decision support on risk controls. Regulator engagement anticipated. prior losses. Police reference number provided.,Duplicate of earlier report suspected.,Unknown
C-11135,2024-11-13T19:02:53+00:00,SMB,EU,Insurance,50k-250k,true,Damage reported following heavy rainfall. Water ingress noted. governing law unclear.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11136,2024-11-30T03:41:02+00:00,SMB,US,Legal,50k-250k,true,IP infringement allegation received. Jurisdiction disputed. breach of contract.,,Unknown
C-11137,2024-12-20T00:32:44+00:00,SMB,US,Advisory,50k-250k,true,Strategic risk review requested following acquisition. Scope unclear. business interruption.,No additional notes.,Unknown
C-11138,2024-10-26T23:45:34+00:00,Enterprise,UK,Advisory,50k-250k,true,Operational risk assessment requested. No immediate dispute. Cross-border considerations likely.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11139,2024-12-01T08:51:32+00:00,SMB,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Roof compromised. storm damage. Supporting documents attached. Jurisdiction noted as UK.,Duplicate of earlier report suspected. Check coverage exclusions.,Unknown
C-11140,2024-12-20T02:25:42+00:00,SMB,UK,Insurance,250k-1m,true,Incident reported at commercial premises. Water ingress noted. prior losses.,Duplicate of earlier report suspected.,Settled
C-11141,2024-11-26T22:02:14+00:00,SMB,UK,Advisory,50k-250k,false,Client requesting advice on regulatory exposure. Stakeholders across multiple regions.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11142,2024-12-08T19:53:48+00:00,SMB,US,Advisory,250k-1m,false,Operational risk assessment requested. No immediate dispute. Cross-border considerations likely.,Handler flagged missing attachments.,Escalated
C-11143,2024-12-18T18:32:13+00:00,SMB,UK,Advisory,<50k,true,Client requesting advice on regulatory exposure. Timeline not specified. Loss adjuster appointed.,"Potential conflict in dates, needs review. Clarify scope and deliverables.",Accepted
C-11144,2024-12-27T07:23:20+00:00,Mid-Market,UK,Advisory,>1m,true,Strategic risk review requested following acquisition. Scope unclear. Cross-border considerations likely.,,Accepted
C-11145,2024-10-12T12:02:22+00:00,SMB,Other,Advisory,<50k,false,Client seeks decision support on risk controls. Scope unclear. No policy documents attached. Conflicting information reported by client.,Client requested urgent callback. Clarify scope and deliverables.,Unknown
C-11146,2024-11-08T04:48:18+00:00,SMB,US,Legal,<50k,false,Dispute escalated to legal threat. Jurisdiction disputed. no supporting documentation. Evidence not yet supplied.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11147,2024-11-09T06:11:07+00:00,SMB,UK,Insurance,<50k,false,Incident reported at commercial premises. Theft of equipment reported. minor.,Handler flagged missing attachments. Check coverage exclusions.,Rejected
C-11148,2024-11-07T07:39:06+00:00,SMB,UK,Advisory,50k-250k,true,Strategic risk review requested following acquisition. Scope unclear. storm damage. Police reference number provided. Jurisdiction noted as UK.,,Accepted
C-11149,2024-12-08T07:34:16+00:00,SMB,US,Legal,50k-250k,true,IP infringement allegation received. Jurisdiction disputed. breach of contract. Loss adjuster appointed.,Caller sounded uncertain; follow-up likely required.,Accepted
C-11150,2024-12-06T12:01:59+00:00,SMB,UK,Insurance,250k-1m,true,Loss event impacting property and contents. Fire damage to warehouse. Police reference number provided. Conflicting information reported by client.,"Potential conflict in dates, needs review.",Settled
C-11151,2024-11-30T02:35:29+00:00,SMB,UK,Insurance,<50k,true,Incident reported at commercial premises. Roof compromised. small crack.,,Accepted
C-11152,2024-11-18T18:49:46+00:00,SMB,,Insurance,<50k,false,Client reports storm-related damage. Fire damage to warehouse. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Unknown
C-11153,2024-10-23T15:00:35+00:00,SMB,EU,Insurance,<50k,true,Client reports storm-related damage. Roof compromised.,,Accepted
C-11154,2024-10-06T18:26:24+00:00,SMB,UK,Advisory,250k-1m,false,Request for compliance gap analysis. Regulator engagement anticipated. ip infringement.,No additional notes. Clarify scope and deliverables.,Rejected
C-11155,2024-11-09T17:49:36+00:00,Enterprise,UK,Advisory,250k-1m,true,Client requesting advice on regulatory exposure. Regulator engagement anticipated. Policy schedule attached.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11156,2024-11-16T15:21:19+00:00,SMB,US,Legal,<50k,false,Formal letter received from counterparty. Jurisdiction disputed. no supporting documentation.,Handler flagged missing attachments. Consider limitation periods.,Unknown
C-11157,2024-12-24T02:35:13+00:00,SMB,UK,Insurance,<50k,false,Loss event impacting property and contents. Water ingress noted. Evidence not yet supplied.,,Accepted
C-11158,2024-12-10T23:09:46+00:00,SMB,UK,Insurance,<50k,false,Damage reported following heavy rainfall. Water ingress noted.,Client requested urgent callback.,Rejected
C-11159,2024-11-11T01:46:15+00:00,SMB,UK,Legal,>1m,false,Dispute escalated to legal threat. Jurisdiction disputed. suspected arson. No supporting documentation provided.,Duplicate of earlier report suspected. Consider limitation periods.,Unknown
C-11160,2024-10-23T02:04:31+00:00,SMB,UK,Insurance,250k-1m,true,Damage reported following heavy rainfall. Basement affected. Policy schedule attached.,Handler flagged missing attachments.,Rejected
C-11161,2024-10-10T03:09:29+00:00,Enterprise,UK,Insurance,250k-1m,true,Incident reported at commercial premises. Roof compromised. arson. Police reference number provided.,"Potential conflict in dates, needs review.",Accepted
C-11162,2024-10-08T14:15:34+00:00,Enterprise,UK,Advisory,<50k,false,Strategic risk review requested following acquisition. Stakeholders across multiple regions. Overseas elements present.,,Accepted
